Cliente,Auto,Ubicación,Fecha,Pago,Seguro Empresa
2546,86,409,13/11/2016,Credito,NO
3965,69,301,10/10/2018,Efectivo,SI
2672,108,580,25/02/2016,Credito,NO
2976,126,230,21/08/2015,Efectivo,NO
3566,70,560,04/01/2019,Credito,SI
2603,78,415,14/05/2019,Efectivo,NO
1601,1,573,19/04/2018,Credito,NO
1657,3,348,20/10/2018,Efectivo,SI
3135,73,81,28/03/2017,Efectivo,SI
1956,31,196,04/06/2018,Credito,NO
2378,53,304,01/10/2019,Efectivo,NO
2952,54,434,20/11/2019,Credito,NO
35,101,106,30/08/2019,Credito,NO
2429,137,8,23/12/2019,Credito,NO
1180,139,560,24/04/2018,Credito,NO
1608,109,46,06/06/2017,Credito,SI
2684,151,116,06/11/2016,Efectivo,SI
1872,48,579,09/09/2018,Credito,SI
1143,69,382,27/12/2018,Efectivo,NO
3369,102,101,21/04/2017,Efectivo,SI
3454,142,520,13/07/2017,Credito,NO
813,17,504,24/04/2016,Efectivo,NO
1367,143,373,26/12/2017,Credito,SI
2719,100,487,05/05/2018,Credito,SI
682,109,526,15/10/2017,Efectivo,NO
1822,112,383,02/08/2019,Credito,SI
3350,153,139,27/01/2018,Credito,NO
250,42,547,10/12/2016,Credito,SI
1046,44,466,19/07/2016,Credito,NO
3845,91,131,02/12/2019,Credito,SI
64,16,406,14/11/2017,Efectivo,NO
2883,129,451,31/10/2016,Efectivo,NO
1171,37,6,14/09/2017,Efectivo,NO
3427,86,56,26/01/2018,Efectivo,NO
561,10,559,19/08/2016,Efectivo,NO
2767,48,101,30/05/2016,Credito,SI
3168,23,206,29/06/2015,Credito,NO
324,138,228,01/07/2019,Efectivo,NO
1039,122,50,03/06/2019,Efectivo,SI
3606,119,129,12/03/2017,Credito,NO
790,94,37,25/10/2017,Efectivo,NO
2857,59,93,09/03/2015,Credito,SI
3253,28,183,01/02/2019,Efectivo,SI
1414,79,4,03/03/2019,Efectivo,NO
1740,84,527,25/01/2017,Credito,NO
1961,119,292,26/06/2017,Efectivo,NO
3116,22,152,17/07/2015,Efectivo,NO
964,136,272,21/03/2018,Credito,NO
1598,152,52,26/07/2015,Credito,NO
2730,19,80,14/03/2015,Credito,SI
1699,15,369,05/08/2019,Efectivo,SI
2225,149,515,28/01/2015,Credito,NO
1103,104,197,11/01/2019,Efectivo,SI
682,96,248,19/02/2017,Efectivo,SI
1976,127,94,28/05/2015,Efectivo,SI
3867,22,132,27/05/2015,Credito,NO
573,58,226,03/08/2016,Efectivo,NO
732,80,298,24/11/2017,Efectivo,SI
339,85,540,07/08/2017,Efectivo,NO
3077,56,434,31/10/2018,Credito,SI
3076,61,502,21/09/2015,Efectivo,SI
2224,109,110,11/12/2015,Efectivo,SI
3545,135,593,30/05/2017,Credito,SI
2951,35,231,29/08/2015,Efectivo,SI
1004,111,603,31/08/2019,Credito,NO
1484,150,498,31/12/2019,Credito,NO
41,125,459,14/08/2016,Credito,NO
697,86,237,06/05/2015,Efectivo,SI
1048,51,386,15/02/2016,Credito,NO
3818,128,480,24/08/2015,Credito,SI
1886,32,210,12/03/2018,Efectivo,SI
326,31,319,24/02/2018,Credito,SI
3527,156,589,24/02/2018,Credito,SI
2689,101,397,26/03/2018,Credito,SI
748,42,468,22/09/2015,Efectivo,SI
449,65,56,22/10/2019,Efectivo,SI
1097,71,198,21/10/2018,Credito,SI
325,39,331,14/09/2017,Efectivo,NO
151,36,344,10/11/2016,Credito,SI
191,107,26,04/03/2015,Credito,SI
3894,58,163,10/08/2015,Credito,SI
1929,106,64,24/02/2017,Credito,NO
2434,88,208,11/03/2019,Efectivo,NO
1948,83,163,30/07/2016,Credito,SI
3076,83,564,30/11/2019,Efectivo,SI
461,118,89,06/04/2016,Efectivo,NO
1517,43,555,19/06/2019,Efectivo,SI
1555,30,300,14/11/2017,Credito,NO
1779,11,47,28/03/2019,Efectivo,SI
3924,145,596,12/12/2016,Credito,NO
3746,40,185,13/09/2015,Credito,NO
1908,45,420,01/03/2018,Efectivo,NO
509,42,349,29/08/2019,Credito,SI
2088,49,166,20/08/2019,Efectivo,SI
2012,134,596,29/12/2018,Credito,NO
3472,71,230,21/04/2018,Credito,SI
1335,77,422,02/10/2019,Credito,NO
2197,35,173,23/12/2017,Efectivo,SI
307,156,266,26/03/2018,Credito,SI
928,111,281,27/11/2018,Efectivo,SI
976,97,184,31/01/2017,Credito,SI
417,121,317,28/11/2017,Credito,SI
3106,25,557,10/02/2019,Credito,NO
1876,100,44,19/02/2018,Credito,SI
3892,17,110,27/12/2018,Credito,SI
1341,76,189,26/07/2015,Efectivo,SI
2048,113,210,22/03/2016,Credito,SI
187,41,601,26/05/2015,Credito,SI
3921,37,238,23/07/2019,Efectivo,NO
245,73,86,22/04/2016,Credito,SI
478,43,497,01/05/2019,Credito,SI
2863,106,292,09/04/2016,Efectivo,SI
2485,120,77,20/10/2018,Credito,SI
645,74,576,08/12/2017,Credito,NO
683,5,77,15/01/2016,Credito,NO
3697,152,445,17/10/2018,Credito,SI
1807,122,180,15/04/2016,Efectivo,SI
1380,5,172,05/08/2016,Credito,NO
2373,85,137,29/09/2017,Efectivo,SI
748,133,97,04/03/2019,Credito,NO
1783,1,600,07/05/2018,Credito,NO
1568,29,135,10/12/2017,Credito,NO
3913,157,302,10/09/2017,Efectivo,SI
1979,129,375,30/05/2015,Efectivo,NO
733,113,238,01/11/2015,Efectivo,NO
2934,139,415,03/03/2019,Credito,SI
2935,144,43,08/10/2017,Efectivo,NO
1986,17,470,03/02/2016,Credito,SI
3732,22,146,28/08/2017,Credito,NO
442,148,594,14/11/2016,Credito,NO
3495,86,119,29/06/2018,Credito,SI
3304,75,18,24/05/2016,Efectivo,NO
2601,51,288,09/02/2018,Efectivo,NO
2760,129,416,06/02/2016,Efectivo,NO
2031,116,526,03/03/2017,Credito,SI
853,11,560,08/05/2016,Efectivo,NO
3288,142,535,18/12/2015,Efectivo,SI
597,35,538,08/04/2015,Efectivo,SI
2,144,47,02/02/2018,Credito,SI
2366,26,385,09/09/2018,Credito,NO
3389,29,364,18/09/2015,Efectivo,SI
451,147,479,16/07/2017,Efectivo,NO
1658,102,152,10/12/2018,Credito,NO
345,96,170,09/11/2019,Credito,SI
2726,14,9,23/01/2015,Credito,SI
150,26,370,19/07/2017,Efectivo,SI
1564,101,20,17/10/2018,Credito,NO
794,152,260,17/12/2019,Efectivo,NO
2614,50,500,28/01/2019,Efectivo,NO
413,72,45,03/01/2016,Credito,NO
341,66,571,14/02/2019,Efectivo,SI
976,40,335,16/09/2019,Efectivo,NO
3689,102,318,05/04/2018,Credito,SI
1130,136,198,19/04/2019,Efectivo,SI
1924,151,489,06/11/2015,Efectivo,NO
3303,142,482,20/09/2019,Efectivo,SI
1960,44,529,19/07/2015,Efectivo,NO
3060,2,201,10/12/2017,Efectivo,SI
3216,84,564,08/04/2016,Efectivo,NO
2999,40,345,24/08/2019,Efectivo,SI
428,69,240,09/04/2016,Credito,NO
2054,21,33,21/12/2019,Credito,NO
2419,26,247,02/07/2019,Credito,SI
2551,76,468,18/02/2018,Credito,NO
1858,7,180,05/01/2017,Credito,NO
3843,21,134,14/05/2016,Efectivo,NO
3403,73,356,01/05/2019,Credito,SI
2606,152,170,26/11/2018,Credito,NO
1929,90,8,16/06/2015,Credito,SI
2189,110,561,29/11/2018,Credito,NO
3981,122,133,30/12/2015,Credito,NO
3991,7,517,23/12/2019,Efectivo,SI
1141,53,468,12/11/2016,Credito,NO
17,133,537,28/11/2017,Efectivo,NO
2782,13,477,22/06/2019,Efectivo,NO
215,98,334,20/01/2019,Efectivo,SI
1556,15,446,22/04/2017,Credito,NO
992,140,280,04/04/2015,Credito,NO
3968,3,563,29/07/2017,Efectivo,NO
1256,122,186,18/07/2016,Credito,SI
31,87,285,07/02/2019,Credito,SI
1052,61,294,01/05/2018,Credito,NO
75,49,430,28/04/2015,Credito,SI
1050,115,39,12/12/2017,Efectivo,SI
2532,53,193,09/02/2016,Efectivo,NO
121,73,106,17/11/2018,Credito,NO
2500,33,98,05/09/2019,Credito,NO
2664,69,152,12/10/2016,Credito,SI
3919,108,518,03/11/2016,Credito,SI
3748,69,137,19/11/2016,Efectivo,NO
1311,16,496,20/05/2017,Credito,SI
1193,71,69,22/04/2018,Credito,SI
3380,141,323,11/08/2015,Credito,NO
2484,44,360,11/07/2018,Efectivo,SI
1465,41,184,01/10/2016,Credito,SI
273,23,321,28/03/2018,Credito,NO
676,135,553,25/12/2015,Credito,SI
1880,76,496,05/12/2018,Credito,NO
2688,39,207,31/03/2019,Credito,NO
2943,13,214,13/04/2019,Efectivo,SI
1385,89,562,30/11/2016,Efectivo,NO
603,140,245,07/01/2017,Efectivo,SI
1766,66,398,06/03/2015,Efectivo,SI
824,48,129,17/09/2018,Credito,SI
3041,35,378,29/04/2017,Credito,SI
1547,128,366,06/10/2015,Efectivo,SI
2686,58,487,17/03/2015,Efectivo,SI
3864,68,500,30/08/2019,Efectivo,NO
901,33,218,07/10/2017,Efectivo,SI
2680,104,242,01/06/2018,Efectivo,SI
3042,61,121,01/05/2018,Efectivo,NO
824,31,453,14/11/2017,Efectivo,NO
1840,138,33,27/04/2018,Credito,SI
970,90,433,14/08/2018,Efectivo,SI
3978,104,226,13/02/2017,Efectivo,SI
1762,57,519,29/08/2015,Efectivo,SI
3815,114,386,04/04/2017,Efectivo,NO
535,102,108,13/06/2016,Efectivo,NO
2801,117,474,19/06/2015,Efectivo,NO
3989,44,134,15/12/2017,Credito,SI
3538,80,206,27/09/2019,Credito,NO
188,44,284,19/11/2017,Efectivo,SI
220,60,35,30/07/2015,Credito,SI
1475,17,314,28/05/2016,Efectivo,SI
3488,39,293,27/12/2019,Efectivo,SI
1386,84,572,04/09/2019,Credito,SI
150,60,213,12/01/2017,Credito,NO
2608,72,497,15/06/2018,Credito,NO
1971,137,427,09/08/2017,Credito,SI
119,88,51,22/09/2017,Efectivo,SI
1241,33,348,17/05/2017,Credito,NO
3555,2,317,26/06/2016,Efectivo,SI
2473,116,483,17/02/2019,Efectivo,NO
2184,19,233,20/06/2019,Efectivo,SI
306,82,539,24/03/2016,Credito,SI
242,10,148,26/06/2018,Credito,NO
3377,125,458,20/06/2016,Efectivo,SI
1017,15,417,29/05/2018,Efectivo,SI
3686,143,189,15/09/2016,Credito,SI
1039,1,413,23/02/2018,Credito,SI
34,100,33,20/10/2015,Credito,NO
2773,61,273,23/06/2018,Efectivo,SI
3511,3,65,06/09/2017,Credito,SI
3762,6,265,28/07/2019,Credito,SI
1629,17,588,14/03/2015,Efectivo,SI
2268,57,599,25/04/2016,Efectivo,SI
3862,77,571,22/05/2016,Credito,NO
2941,97,7,30/09/2018,Efectivo,SI
3902,122,145,25/05/2016,Credito,NO
2705,38,410,01/11/2017,Efectivo,SI
303,52,333,25/04/2017,Efectivo,NO
2756,95,63,21/11/2017,Efectivo,NO
3824,74,564,06/04/2017,Efectivo,SI
2829,151,143,22/11/2019,Efectivo,SI
1553,149,488,13/07/2017,Efectivo,SI
792,70,473,17/02/2015,Credito,NO
617,2,246,10/03/2015,Efectivo,NO
508,107,599,07/11/2017,Efectivo,SI
1367,90,438,12/10/2017,Credito,SI
2661,151,424,03/09/2015,Credito,NO
3942,109,352,23/01/2016,Efectivo,SI
1533,32,151,27/06/2015,Efectivo,SI
1308,141,186,25/07/2016,Credito,SI
2483,53,405,21/08/2015,Efectivo,SI
2144,58,473,10/08/2018,Efectivo,SI
3389,145,408,16/11/2017,Credito,NO
326,78,69,23/09/2016,Efectivo,NO
872,82,468,14/11/2017,Credito,NO
3373,28,590,08/05/2017,Credito,SI
3219,113,198,30/05/2019,Credito,SI
1640,144,239,29/01/2015,Efectivo,SI
649,147,452,26/10/2018,Credito,NO
642,104,358,19/07/2017,Efectivo,NO
317,78,61,11/04/2018,Efectivo,SI
808,91,201,11/06/2015,Efectivo,SI
2800,92,279,29/03/2018,Credito,SI
2816,40,111,22/06/2015,Credito,NO
1983,48,518,07/07/2016,Credito,SI
1000,3,182,28/08/2017,Credito,SI
2648,128,604,12/07/2016,Credito,SI
3664,93,58,14/06/2019,Credito,SI
363,117,26,01/07/2018,Credito,SI
1752,5,339,17/09/2015,Efectivo,SI
3510,73,238,17/07/2016,Efectivo,SI
474,20,166,26/07/2015,Efectivo,SI
1183,102,336,26/06/2015,Credito,SI
1954,33,586,16/08/2015,Credito,SI
1451,79,347,18/11/2016,Efectivo,NO
1824,123,331,06/02/2018,Efectivo,NO
3129,20,83,27/09/2017,Efectivo,NO
3824,44,529,21/04/2016,Credito,NO
3577,107,393,29/01/2015,Credito,NO
904,143,192,08/03/2017,Credito,SI
1515,108,136,28/02/2015,Efectivo,NO
86,39,202,30/10/2016,Credito,SI
887,68,455,31/03/2016,Efectivo,SI
2155,107,404,24/08/2016,Efectivo,NO
3508,49,249,14/01/2016,Credito,NO
2871,36,387,20/12/2015,Efectivo,SI
3885,100,108,01/05/2015,Credito,SI
2754,120,23,03/03/2019,Efectivo,NO
3146,140,444,14/08/2015,Credito,SI
3682,114,128,13/04/2017,Efectivo,SI
2566,55,314,06/05/2015,Credito,NO
3118,13,440,16/08/2018,Efectivo,SI
1241,101,591,15/03/2018,Efectivo,NO
2997,155,192,29/01/2019,Efectivo,NO
886,14,170,22/08/2019,Efectivo,NO
1367,112,116,13/05/2016,Credito,NO
350,87,331,20/05/2019,Efectivo,NO
1381,102,375,29/01/2016,Efectivo,NO
1845,6,446,23/02/2019,Efectivo,SI
342,16,139,18/08/2016,Credito,SI
2733,131,34,24/11/2019,Credito,NO
3820,156,208,13/11/2016,Credito,NO
973,57,543,13/11/2019,Credito,SI
1511,30,168,20/01/2015,Credito,SI
1832,58,199,21/03/2018,Credito,SI
1615,15,151,31/07/2016,Credito,SI
96,58,172,01/07/2019,Credito,SI
1937,18,382,08/05/2017,Credito,NO
2284,150,400,24/06/2017,Efectivo,SI
3121,132,463,26/06/2019,Efectivo,SI
508,119,539,22/06/2019,Efectivo,NO
3796,153,418,10/11/2019,Efectivo,NO
1782,103,201,02/03/2019,Efectivo,NO
2989,118,445,26/04/2019,Credito,NO
3154,81,85,20/04/2016,Efectivo,SI
2767,63,126,30/06/2018,Efectivo,SI
3939,3,259,12/06/2018,Efectivo,SI
218,149,195,18/08/2018,Credito,NO
2038,6,78,03/12/2017,Credito,NO
2429,41,306,09/06/2015,Credito,NO
1916,67,458,11/03/2018,Credito,NO
2988,107,387,11/09/2015,Credito,SI
497,47,112,09/03/2017,Efectivo,SI
2659,109,449,02/12/2015,Credito,SI
3832,66,209,01/12/2016,Credito,NO
3735,130,139,24/08/2015,Efectivo,SI
2331,48,245,10/04/2016,Efectivo,SI
1885,46,39,19/11/2015,Efectivo,NO
2197,85,537,15/02/2016,Efectivo,NO
81,31,526,05/05/2016,Efectivo,NO
939,72,371,18/09/2017,Credito,SI
1072,142,411,16/02/2016,Credito,NO
3068,40,205,10/12/2016,Efectivo,NO
2331,109,73,27/10/2018,Efectivo,SI
974,59,238,03/12/2019,Credito,NO
2354,2,522,05/06/2015,Efectivo,SI
2453,16,77,07/06/2016,Credito,SI
2411,71,329,28/12/2017,Credito,NO
1976,116,240,26/06/2018,Efectivo,NO
3441,24,339,13/10/2015,Efectivo,SI
3141,61,122,29/07/2015,Efectivo,NO
3487,62,372,04/10/2017,Credito,SI
3695,39,291,18/12/2016,Credito,SI
3867,114,272,27/06/2017,Credito,NO
852,124,132,20/01/2019,Efectivo,SI
3229,3,576,21/02/2019,Credito,SI
988,90,322,05/09/2019,Credito,SI
3724,74,565,27/03/2015,Credito,NO
2972,88,306,08/08/2016,Credito,SI
841,79,589,14/07/2017,Credito,NO
1007,25,370,01/12/2019,Efectivo,NO
3394,110,242,30/10/2019,Credito,SI
3688,108,115,28/09/2019,Credito,SI
3016,128,377,05/12/2017,Credito,NO
3487,142,312,07/02/2016,Efectivo,SI
4000,57,76,10/06/2016,Credito,NO
864,43,410,03/11/2019,Credito,SI
370,127,467,16/09/2017,Efectivo,SI
3562,92,267,09/03/2017,Efectivo,NO
1661,30,452,11/07/2017,Credito,SI
560,29,105,14/12/2019,Efectivo,NO
1715,106,417,04/09/2017,Efectivo,SI
2317,114,539,21/03/2019,Credito,SI
1042,29,413,21/09/2016,Efectivo,SI
593,144,462,31/08/2018,Credito,SI
291,33,337,06/03/2015,Credito,SI
1106,25,416,20/09/2019,Credito,NO
908,41,505,19/09/2015,Credito,SI
574,22,5,26/02/2018,Credito,SI
2112,61,204,20/08/2017,Efectivo,SI
2339,6,441,12/12/2015,Efectivo,SI
2200,146,275,10/11/2016,Efectivo,NO
79,72,429,31/03/2019,Efectivo,NO
1574,15,459,20/11/2018,Credito,NO
1206,145,526,03/12/2016,Credito,SI
3366,90,120,28/05/2017,Credito,SI
3437,134,505,02/03/2017,Credito,NO
3801,27,277,15/07/2018,Credito,SI
3382,59,326,12/09/2016,Credito,NO
3483,139,353,23/06/2016,Credito,NO
3737,83,47,05/02/2017,Credito,SI
3497,110,180,21/06/2016,Credito,NO
2061,13,548,23/02/2017,Efectivo,NO
1721,119,596,26/11/2018,Efectivo,NO
2759,134,510,16/05/2018,Credito,SI
2257,14,377,18/07/2015,Credito,SI
1516,22,261,22/03/2016,Efectivo,SI
2336,138,339,10/10/2015,Credito,SI
2617,144,576,16/12/2017,Efectivo,SI
162,21,216,03/05/2018,Credito,NO
701,25,28,25/08/2017,Efectivo,NO
1030,52,351,06/07/2017,Efectivo,NO
3388,10,223,02/06/2018,Efectivo,NO
2002,30,80,24/08/2015,Efectivo,NO
1760,144,395,01/08/2016,Credito,SI
3169,86,261,03/03/2019,Credito,SI
2228,14,233,04/11/2015,Efectivo,SI
1536,127,134,28/02/2017,Efectivo,SI
839,94,296,01/05/2015,Efectivo,SI
961,104,456,26/08/2019,Credito,NO
3116,113,561,04/03/2017,Efectivo,NO
1582,23,253,23/09/2019,Efectivo,SI
515,141,383,17/12/2016,Efectivo,NO
3854,38,191,14/11/2019,Credito,NO
2338,64,543,30/11/2018,Credito,SI
3279,56,208,24/11/2016,Credito,NO
3762,120,177,08/03/2015,Efectivo,SI
3554,98,178,06/02/2017,Efectivo,SI
3869,80,493,15/11/2019,Efectivo,SI
1177,55,85,10/09/2017,Credito,SI
2070,146,317,06/07/2015,Credito,SI
237,137,386,02/01/2016,Credito,NO
3977,100,373,19/04/2017,Efectivo,NO
3547,118,203,04/05/2018,Credito,NO
163,105,337,18/06/2018,Efectivo,NO
59,132,514,29/10/2017,Efectivo,SI
202,90,262,10/05/2016,Efectivo,NO
335,124,228,30/09/2017,Efectivo,NO
2404,135,135,07/03/2016,Credito,NO
3542,46,424,04/08/2019,Efectivo,NO
1807,39,292,02/10/2017,Efectivo,SI
1527,87,38,04/08/2017,Credito,NO
2824,48,116,24/05/2018,Efectivo,SI
717,23,237,13/01/2017,Credito,NO
3144,59,11,07/03/2018,Credito,NO
1555,151,64,25/05/2017,Efectivo,NO
2726,157,594,05/05/2017,Credito,SI
3145,20,168,19/02/2018,Efectivo,NO
3120,148,448,19/12/2019,Efectivo,SI
370,54,39,26/07/2015,Efectivo,NO
3112,114,407,22/04/2017,Credito,SI
3588,78,511,14/02/2016,Efectivo,SI
3316,39,74,18/06/2015,Credito,SI
2548,12,365,16/08/2019,Credito,SI
1693,121,293,04/11/2015,Credito,SI
901,61,293,08/09/2019,Efectivo,SI
1327,88,590,03/03/2019,Credito,NO
1421,147,363,14/04/2018,Efectivo,SI
1033,121,392,20/09/2019,Credito,NO
3297,78,422,25/06/2017,Efectivo,NO
1076,2,152,06/03/2018,Credito,NO
1698,80,355,30/10/2017,Credito,NO
2886,154,347,21/10/2016,Credito,NO
2464,114,202,01/04/2015,Efectivo,SI
1547,59,312,10/09/2019,Efectivo,NO
1991,14,511,05/09/2019,Credito,NO
3710,29,417,07/11/2017,Efectivo,SI
3167,74,140,30/07/2015,Credito,SI
1437,110,579,25/12/2016,Credito,NO
362,136,419,18/04/2019,Efectivo,SI
447,27,465,16/09/2019,Efectivo,SI
3742,66,32,14/12/2016,Efectivo,SI
539,106,62,29/12/2017,Credito,NO
1899,54,187,26/12/2018,Credito,SI
3837,23,428,02/03/2015,Efectivo,SI
3625,137,521,24/05/2018,Credito,SI
1502,20,569,12/11/2016,Efectivo,NO
1866,155,351,19/04/2018,Credito,SI
3393,75,91,28/07/2019,Credito,SI
3004,102,93,01/01/2015,Efectivo,SI
1677,95,317,20/08/2016,Efectivo,SI
2392,94,293,14/06/2019,Credito,SI
3399,18,405,26/03/2019,Efectivo,SI
151,33,588,20/11/2018,Efectivo,NO
2328,126,81,29/04/2015,Efectivo,NO
1221,10,188,28/04/2019,Credito,SI
905,5,239,21/08/2018,Credito,NO
2200,59,372,11/10/2016,Efectivo,NO
41,89,288,28/09/2015,Credito,SI
225,18,360,28/05/2018,Credito,NO
1683,49,160,22/12/2017,Efectivo,SI
3835,94,130,27/07/2016,Efectivo,NO
1840,32,99,01/02/2016,Credito,SI
2026,145,234,26/09/2019,Efectivo,SI
2796,65,512,06/09/2017,Efectivo,SI
2121,136,12,14/04/2017,Credito,SI
348,30,296,20/09/2018,Credito,SI
1005,51,74,13/08/2017,Efectivo,SI
434,145,61,22/06/2019,Credito,NO
2964,98,459,01/10/2016,Credito,NO
3440,125,262,11/12/2019,Credito,NO
10,119,497,13/07/2017,Credito,SI
1412,152,236,10/11/2018,Credito,SI
2881,76,276,11/04/2017,Credito,SI
1847,137,111,25/11/2019,Credito,NO
2384,25,542,01/02/2018,Credito,NO
2725,18,176,15/05/2019,Efectivo,SI
3743,68,594,13/11/2018,Efectivo,SI
3,78,336,26/07/2019,Credito,SI
3026,125,344,20/03/2019,Efectivo,SI
1339,138,149,28/03/2015,Credito,SI
2053,20,88,30/04/2015,Efectivo,SI
2314,61,395,08/11/2019,Credito,NO
495,41,581,04/06/2018,Efectivo,SI
2653,89,343,29/01/2015,Credito,NO
3467,3,401,21/05/2018,Credito,NO
3109,137,220,06/09/2015,Efectivo,NO
3642,111,259,28/02/2019,Credito,SI
177,21,473,11/03/2019,Efectivo,NO
956,25,329,22/08/2019,Credito,SI
3920,103,290,03/02/2017,Efectivo,SI
1392,95,26,27/12/2015,Efectivo,SI
193,85,420,20/12/2018,Credito,SI
1131,151,337,01/10/2016,Efectivo,NO
1971,18,285,18/01/2015,Efectivo,NO
573,131,100,29/06/2018,Efectivo,NO
1358,140,52,20/08/2015,Efectivo,SI
690,127,268,02/05/2017,Credito,NO
214,94,252,17/08/2017,Credito,SI
3047,10,27,16/01/2015,Credito,NO
1857,93,395,01/03/2016,Efectivo,SI
147,35,270,26/12/2015,Credito,NO
23,17,158,17/10/2017,Efectivo,NO
1293,126,255,01/09/2015,Efectivo,SI
2238,104,494,23/03/2018,Efectivo,NO
770,33,82,15/11/2017,Efectivo,NO
951,14,166,27/12/2019,Credito,SI
568,89,40,24/02/2017,Credito,NO
3892,142,229,26/02/2019,Credito,SI
1334,105,467,17/08/2017,Credito,SI
1195,124,117,22/12/2016,Efectivo,SI
958,24,545,20/09/2017,Credito,NO
3086,41,250,27/10/2015,Efectivo,SI
1986,49,241,24/07/2019,Efectivo,SI
3203,131,371,21/05/2019,Credito,SI
3073,19,557,31/03/2019,Credito,NO
3147,25,445,23/09/2017,Credito,SI
202,32,457,23/05/2016,Efectivo,NO
3965,134,40,02/06/2016,Efectivo,SI
2932,81,561,28/09/2018,Efectivo,SI
1215,115,198,20/09/2015,Efectivo,NO
2848,22,317,08/02/2019,Credito,NO
179,110,3,22/09/2018,Credito,SI
1114,89,24,19/10/2019,Credito,SI
396,73,338,14/07/2016,Efectivo,SI
681,64,86,22/04/2019,Efectivo,SI
3945,123,515,27/11/2019,Efectivo,NO
3900,121,484,13/10/2015,Credito,SI
2777,21,495,28/04/2019,Efectivo,NO
900,7,552,19/05/2019,Efectivo,NO
2242,11,95,15/02/2015,Credito,NO
260,91,485,10/06/2019,Efectivo,SI
2928,24,402,23/05/2019,Efectivo,NO
468,84,181,20/05/2015,Efectivo,NO
3222,111,125,29/08/2015,Credito,NO
2851,10,43,28/05/2018,Credito,SI
3705,129,5,23/09/2018,Efectivo,SI
3032,93,449,12/07/2019,Credito,NO
2101,128,379,17/05/2019,Efectivo,NO
2130,78,439,04/12/2019,Efectivo,NO
3215,126,474,09/08/2019,Efectivo,NO
655,92,492,26/06/2015,Efectivo,NO
3494,56,588,22/11/2015,Credito,NO
267,69,138,13/08/2017,Credito,SI
3531,149,112,26/11/2016,Credito,SI
2059,24,254,16/03/2018,Efectivo,SI
2287,89,316,17/11/2018,Efectivo,NO
3214,55,398,08/04/2016,Credito,SI
718,10,10,08/01/2016,Credito,NO
2583,12,533,11/09/2015,Efectivo,SI
1818,92,417,07/03/2019,Efectivo,NO
1924,59,354,18/05/2019,Credito,SI
1536,78,170,22/05/2016,Credito,NO
3745,70,26,09/01/2017,Credito,NO
1315,128,220,28/05/2018,Credito,SI
1750,126,399,26/05/2019,Efectivo,NO
2878,31,153,05/04/2017,Credito,SI
2721,42,9,05/11/2018,Efectivo,NO
1524,126,21,01/10/2016,Credito,NO
2150,74,30,04/07/2017,Credito,NO
3729,148,208,25/07/2018,Credito,SI
3094,62,489,13/11/2017,Efectivo,SI
3240,58,106,08/07/2016,Credito,SI
776,153,80,27/12/2017,Efectivo,SI
1679,108,580,23/01/2015,Credito,SI
3078,89,411,23/02/2018,Efectivo,NO
1650,70,277,02/08/2017,Efectivo,SI
2612,133,168,16/09/2018,Efectivo,NO
3588,31,506,25/05/2019,Credito,NO
3569,102,335,17/09/2015,Credito,SI
2713,112,603,26/01/2018,Credito,NO
2425,48,198,25/01/2016,Efectivo,NO
396,90,344,16/11/2019,Credito,SI
792,117,589,08/05/2018,Efectivo,SI
1204,154,542,05/01/2018,Efectivo,NO
751,120,242,27/03/2015,Credito,SI
332,103,394,04/02/2016,Credito,NO
3361,36,511,31/10/2017,Credito,NO
1469,51,440,17/03/2017,Efectivo,SI
3434,150,290,15/02/2016,Credito,SI
2256,81,315,30/09/2015,Efectivo,SI
1480,125,163,07/06/2018,Efectivo,NO
3498,78,244,07/09/2018,Credito,NO
874,130,368,29/04/2017,Efectivo,SI
1192,110,170,14/08/2017,Efectivo,SI
1052,88,526,05/06/2016,Credito,NO
3486,31,126,18/04/2019,Credito,NO
1148,90,49,09/03/2018,Credito,NO
3941,101,1,06/06/2017,Efectivo,SI
515,51,504,02/10/2016,Credito,SI
248,52,141,03/09/2019,Credito,SI
956,20,300,16/07/2018,Efectivo,NO
2778,28,219,02/04/2017,Efectivo,NO
3196,107,131,05/11/2016,Credito,SI
1007,40,545,17/11/2015,Efectivo,NO
2474,77,128,03/07/2016,Credito,SI
2893,64,260,27/03/2015,Credito,NO
411,10,271,10/01/2018,Credito,NO
3524,88,325,10/09/2019,Credito,NO
1654,71,80,11/07/2015,Efectivo,NO
60,28,362,02/06/2019,Credito,NO
1029,14,397,03/02/2019,Credito,NO
3064,30,443,07/03/2018,Efectivo,NO
2346,154,199,17/07/2016,Efectivo,SI
1268,89,398,14/08/2016,Efectivo,SI
2628,80,232,25/03/2018,Efectivo,SI
2303,52,318,06/08/2018,Efectivo,NO
403,67,549,24/08/2016,Efectivo,SI
244,104,157,27/04/2015,Credito,SI
1186,123,315,31/12/2017,Credito,NO
548,134,422,26/02/2016,Credito,NO
1394,146,405,29/10/2019,Credito,SI
1033,36,260,20/06/2019,Credito,NO
2896,36,568,19/08/2015,Efectivo,NO
833,76,542,07/09/2017,Credito,SI
1076,100,373,29/03/2019,Efectivo,NO
2954,103,504,28/06/2017,Credito,SI
806,110,380,27/07/2016,Efectivo,SI
1806,157,342,02/01/2019,Credito,NO
870,52,215,04/02/2016,Efectivo,NO
